qc_id,timestamp,batch_id,sku,parameter,value,pass_fail,notes,value 
QC_508686,2025-05-24 16:36:38,BATCH_14895,High Energy White,package_seal_strength,80.78,pass,,80.78
QC_509698,2025-01-26 06:22:06,BATCH_15232,Family Loaf,texture_score,10.35,fail,Seal issue detected,10.35
QC_507359,2025-02-19 23:50:53,BATCH_14453,High Energy Brown,package_seal_strength,100.6,pass,,100.6
QC_502519,2025-02-12 14:34:22,BATCH_12839,High Energy Brown,internal_temp_c,94.81,pass,,94.81
QC_505034,2025-04-20 14:08:52,BATCH_13678,Seed Loaf,package_seal_strength,82.28,pass,,82.28
QC_506480,2025-06-20 07:10:51,BATCH_14160,Seed Loaf,internal_temp_c,96.63,pass,,96.63
QC_517749,2025-02-21 11:56:39,BATCH_17916,Soft White,weight_grams,700.21,pass,,700.21
QC_510726,2025-02-05 18:35:30,BATCH_15575,High Energy Brown,weight_grams,695.53,pass,,695.53
QC_516355,2025-03-14 01:37:39,BATCH_17451,Soft White,texture_score,-0.74,fail,Internal temperature deviation,-0.74
QC_516623,2025-03-20 09:28:49,BATCH_17541,Family Loaf,texture_score,1.58,pass,,1.58
QC_505923,2025-02-01 09:16:33,BATCH_13974,Family Loaf,crust_color_level,-0.25,fail,Color inconsistency,-0.25
QC_502117,2025-01-02 08:47:13,BATCH_12705,Wholegrain Brown,package_seal_strength,115.66,pass,,115.66
QC_516462,2025-07-03 13:41:07,BATCH_17487,Whole Wheat,slice_uniformity_mm,0.18,fail,Above tolerance range,0.18
QC_504397,2025-05-28 09:34:32,BATCH_13465,High Energy Brown,moisture_percent,29.42,fail,,29.42
QC_500744,2025-03-12 15:58:45,BATCH_12248,High Energy Brown,moisture_percent,31.57,pass,,31.57
QC_508813,2025-02-06 00:04:51,BATCH_14937,Whole Wheat,crust_color_level,3.66,pass,,3.66
QC_515402,2025-06-19 13:23:37,BATCH_17134,High Energy Brown,texture_score,1.79,pass,,1.79
QC_509002,2025-07-13 09:17:46,BATCH_15000,Seed Loaf,texture_score,9.45,pass,,9.45
QC_508309,2025-07-16 16:49:46,BATCH_14769,Wholegrain Brown,weight_grams,690.36,pass,,690.36
QC_504084,2025-05-12 14:21:15,BATCH_13361,Seed Loaf,crust_color_level,3.83,pass,,3.83
QC_508863,2025-04-08 19:31:55,BATCH_14954,High Energy Brown,texture_score,8.65,pass,,8.65
QC_507881,2025-04-27 18:44:11,BATCH_14627,Seed Loaf,slice_uniformity_mm,6.83,fail,Above tolerance range,6.83
QC_514133,2025-04-16 02:11:00,BATCH_16711,High Energy White,internal_temp_c,101.49,fail,Below expected tolerance,101.49
QC_516840,2025-01-04 11:06:29,BATCH_17613,Seed Loaf,crust_color_level,3.89,pass,,3.89
QC_510330,2025-07-06 19:21:53,BATCH_15443,Soft White,moisture_percent,39.2,fail,Internal temperature deviation,39.2
QC_503394,2025-05-02 19:10:01,BATCH_13131,Family Loaf,texture_score,0.05,fail,Below expected tolerance,0.05
QC_503601,2025-01-05 14:28:30,BATCH_13200,Seed Loaf,moisture_percent,35.23,pass,,35.23
QC_501456,2025-07-07 02:03:24,BATCH_12485,Family Loaf,slice_uniformity_mm,6.32,fail,Above tolerance range,6.32
QC_500729,2025-03-31 14:02:21,BATCH_12243,Family Loaf,moisture_percent,37.95,pass,,37.95
QC_509214,2025-05-18 15:37:26,BATCH_15071,Soft White,moisture_percent,35.96,pass,,35.96
QC_517435,2025-04-28 13:35:15,BATCH_17811,Family Loaf,moisture_percent,37.95,pass,,37.95
QC_514371,2025-05-05 03:56:37,BATCH_16790,Seed Loaf,slice_uniformity_mm,5.14,pass,,5.14
QC_516533,2025-04-10 04:39:57,BATCH_17511,Seed Loaf,slice_uniformity_mm,0.22,fail,Above tolerance range,0.22
QC_511437,2025-07-04 12:21:36,BATCH_15812,Seed Loaf,weight_grams,688.98,pass,,688.98
QC_508743,2025-01-20 22:35:07,BATCH_14914,Seed Loaf,package_seal_strength,107.11,pass,,107.11
QC_504148,2025-06-07 01:15:32,BATCH_13382,Soft White,moisture_percent,33.97,pass,,33.97
QC_502026,2025-01-13 09:50:00,BATCH_12675,Wholegrain Brown,package_seal_strength,89.44,pass,,89.44
QC_509950,2025-02-03 05:40:56,BATCH_15316,Whole Wheat,package_seal_strength,95.97,pass,,95.97
QC_503997,2025-02-12 08:39:45,BATCH_13332,High Energy White,package_seal_strength,111.18,pass,,111.18
QC_505864,2025-04-20 08:25:33,BATCH_13954,Whole Wheat,internal_temp_c,94.86,pass,,94.86
QC_508981,2025-01-08 19:51:36,BATCH_14993,High Energy White,moisture_percent,41.38,fail,Above tolerance range,41.38
QC_517191,2025-01-07 12:09:27,BATCH_17730,Seed Loaf,internal_temp_c,93.56,pass,,93.56
QC_502814,2025-02-08 22:38:15,BATCH_12938,Family Loaf,slice_uniformity_mm,1.39,fail,Above tolerance range,1.39
QC_509430,2025-07-05 00:42:26,BATCH_15143,Seed Loaf,moisture_percent,30.08,fail,Below expected tolerance,30.08
QC_504653,2025-07-26 05:53:13,BATCH_13551,Wholegrain Brown,moisture_percent,37.36,pass,,37.36
QC_513678,2025-01-24 07:44:34,BATCH_16559,High Energy White,crust_color_level,5.6,fail,Internal temperature deviation,5.6
QC_514077,2025-01-09 16:53:13,BATCH_16692,Wholegrain Brown,slice_uniformity_mm,4.43,pass,,4.43
QC_503852,2025-02-24 05:12:26,BATCH_13284,Whole Wheat,internal_temp_c,94.72,pass,,94.72
QC_513966,2025-01-27 05:49:17,BATCH_16655,Soft White,weight_grams,707.98,pass,,707.98
QC_509153,2025-06-05 12:26:52,BATCH_15051,Seed Loaf,moisture_percent,35.41,pass,,35.41
QC_514717,2025-06-02 09:12:35,BATCH_16905,Wholegrain Brown,internal_temp_c,92.92,fail,Below expected tolerance,92.92
QC_508046,2025-01-06 00:57:57,BATCH_14682,High Energy White,package_seal_strength,101.75,pass,,101.75
QC_509452,2025-04-15 08:51:37,BATCH_15150,Wholegrain Brown,slice_uniformity_mm,4.94,pass,,4.94
QC_503024,2025-01-08 01:46:53,BATCH_13008,Family Loaf,internal_temp_c,100.23,fail,Above tolerance range,100.23
QC_512440,2025-02-26 05:42:19,BATCH_16146,Family Loaf,crust_color_level,2.47,pass,,2.47
QC_509162,2025-06-04 07:14:50,BATCH_15054,Seed Loaf,package_seal_strength,119.76,pass,,119.76
QC_512430,2025-04-26 07:45:34,BATCH_16143,Whole Wheat,texture_score,3.9,pass,,3.9
QC_500836,2025-01-06 03:38:21,BATCH_12278,Wholegrain Brown,package_seal_strength,98.82,pass,,98.82
QC_503379,2025-05-06 22:25:26,BATCH_13126,Family Loaf,weight_grams,709.01,pass,,709.01
QC_517444,2025-01-30 17:59:08,BATCH_17814,High Energy Brown,package_seal_strength,110.84,pass,,110.84
QC_515701,2025-06-27 06:52:50,BATCH_17233,High Energy White,moisture_percent,31.09,pass,,31.09
QC_515347,2025-06-01 01:56:07,BATCH_17115,Soft White,texture_score,2.15,pass,,2.15
QC_509626,2025-06-19 10:30:13,BATCH_15208,High Energy Brown,package_seal_strength,82.97,pass,,82.97
QC_512163,2025-03-14 06:18:10,BATCH_16054,Family Loaf,crust_color_level,0.06,fail,Seal issue detected,0.06
QC_512751,2025-03-16 08:32:22,BATCH_16250,High Energy Brown,texture_score,9.58,pass,,9.58
QC_506969,2025-01-30 03:51:47,BATCH_14323,High Energy Brown,crust_color_level,-0.51,fail,Color inconsistency,-0.51
QC_505277,2025-04-08 15:48:32,BATCH_13759,Wholegrain Brown,package_seal_strength,105.9,pass,,105.9
QC_514294,2025-03-16 06:31:55,BATCH_16764,Family Loaf,texture_score,9.37,pass,,9.37
QC_517960,2025-02-19 18:18:09,BATCH_17986,Seed Loaf,slice_uniformity_mm,1.19,fail,Internal temperature deviation,1.19
QC_516589,2025-01-02 20:48:17,BATCH_17529,High Energy White,weight_grams,688.99,pass,,688.99
QC_516289,2025-05-21 14:54:58,BATCH_17429,Seed Loaf,slice_uniformity_mm,-0.43,fail,Below expected tolerance,-0.43
QC_511740,2025-01-16 06:00:21,BATCH_15913,Wholegrain Brown,moisture_percent,34.01,pass,,34.01
QC_502676,2025-04-30 23:54:47,BATCH_12892,High Energy White,weight_grams,709.0,pass,,709.0
QC_509781,2025-02-03 10:09:17,BATCH_15260,Seed Loaf,texture_score,3.05,pass,,3.05
QC_505282,2025-01-10 23:54:23,BATCH_13760,High Energy Brown,slice_uniformity_mm,6.8,fail,Color inconsistency,6.8
QC_514282,2025-05-31 04:46:47,BATCH_16760,Wholegrain Brown,crust_color_level,2.21,pass,,2.21
QC_505123,2025-01-05 21:50:26,BATCH_13707,Seed Loaf,weight_grams,714.92,pass,,714.92
QC_507683,2025-03-19 19:14:15,BATCH_14561,Family Loaf,moisture_percent,35.99,pass,,35.99
QC_511682,2025-02-12 23:52:35,BATCH_15894,Family Loaf,weight_grams,703.02,pass,,703.02
QC_505420,2025-05-21 16:11:37,BATCH_13806,High Energy Brown,crust_color_level,-1.21,fail,Internal temperature deviation,-1.21
QC_516819,2025-03-25 09:13:45,BATCH_17606,Wholegrain Brown,internal_temp_c,96.51,pass,,96.51
QC_516785,2025-07-10 14:36:25,BATCH_17595,Soft White,weight_grams,688.76,pass,,688.76
QC_515325,2025-03-03 01:46:16,BATCH_17108,Wholegrain Brown,internal_temp_c,90.9,fail,Internal temperature deviation,90.9
QC_510080,2025-01-09 23:59:27,BATCH_15360,Soft White,texture_score,3.26,pass,,3.26
QC_513351,2025-01-14 17:40:37,BATCH_16450,High Energy Brown,slice_uniformity_mm,0.11,fail,Internal temperature deviation,0.11
QC_512838,2025-03-13 18:12:31,BATCH_16279,Wholegrain Brown,texture_score,12.06,fail,Color inconsistency,12.06
QC_516511,2025-05-12 01:27:00,BATCH_17503,Wholegrain Brown,texture_score,-1.14,fail,Internal temperature deviation,-1.14
QC_508878,2025-07-04 01:24:37,BATCH_14959,Soft White,internal_temp_c,91.57,fail,Above tolerance range,91.57
QC_511525,2025-03-12 11:58:31,BATCH_15841,Whole Wheat,texture_score,-1.16,fail,Color inconsistency,-1.16
QC_514907,2025-03-05 05:23:30,BATCH_16969,Wholegrain Brown,weight_grams,698.14,pass,,698.14
QC_511550,2025-04-28 00:33:27,BATCH_15850,Seed Loaf,slice_uniformity_mm,-0.28,fail,Below expected tolerance,-0.28
QC_514425,2025-04-30 13:03:11,BATCH_16808,High Energy Brown,internal_temp_c,99.17,fail,Color inconsistency,99.17
QC_516977,2025-01-17 10:37:34,BATCH_17659,Whole Wheat,moisture_percent,33.81,pass,,33.81
QC_506880,2025-01-31 13:18:49,BATCH_14293,Wholegrain Brown,weight_grams,718.0,pass,,718.0
QC_517394,2025-02-04 17:24:24,BATCH_17798,High Energy White,crust_color_level,4.12,pass,,4.12
QC_504441,2025-02-03 14:33:53,BATCH_13480,High Energy Brown,slice_uniformity_mm,4.63,pass,,4.63
QC_512551,2025-01-02 16:12:51,BATCH_16183,Family Loaf,crust_color_level,1.76,pass,,1.76
QC_515225,2025-06-26 07:40:22,BATCH_17075,Whole Wheat,texture_score,5.51,pass,,5.51
QC_507337,2025-05-19 10:00:07,BATCH_14445,High Energy White,crust_color_level,-0.04,fail,Seal issue detected,-0.04
QC_507827,2025-02-24 06:21:22,BATCH_14609,High Energy Brown,texture_score,12.26,fail,Internal temperature deviation,12.26
QC_512726,2025-04-08 17:54:03,BATCH_16242,Wholegrain Brown,moisture_percent,34.91,pass,,34.91
QC_504281,2025-04-15 13:53:36,BATCH_13427,High Energy Brown,slice_uniformity_mm,2.96,pass,,2.96
QC_511758,2025-04-29 02:49:28,BATCH_15919,Whole Wheat,internal_temp_c,97.19,pass,,97.19
QC_512550,2025-01-02 16:12:51,BATCH_16183,Family Loaf,texture_score,2.72,pass,,2.72
QC_501303,2025-07-29 20:52:27,BATCH_12434,Whole Wheat,slice_uniformity_mm,8.08,fail,Above tolerance range,8.08
QC_507145,2025-05-07 02:57:14,BATCH_14381,Whole Wheat,weight_grams,678.43,fail,Seal issue detected,678.43
QC_516681,2025-07-04 16:18:53,BATCH_17560,Whole Wheat,weight_grams,704.19,pass,,704.19
QC_511820,2025-02-02 11:31:24,BATCH_15940,Soft White,weight_grams,688.51,pass,,688.51
QC_502830,2025-03-28 15:49:05,BATCH_12943,Family Loaf,slice_uniformity_mm,-0.3,fail,Seal issue detected,-0.3
QC_516606,2025-01-25 03:43:21,BATCH_17535,Whole Wheat,internal_temp_c,92.48,fail,Color inconsistency,92.48
QC_503105,2025-02-19 07:52:26,BATCH_13035,High Energy Brown,weight_grams,682.54,pass,,682.54
QC_517368,2025-04-14 01:50:08,BATCH_17789,High Energy White,package_seal_strength,95.37,pass,,95.37
QC_513113,2025-02-05 08:10:07,BATCH_16371,Whole Wheat,moisture_percent,41.46,fail,Color inconsistency,41.46
QC_510324,2025-01-23 07:28:36,BATCH_15441,High Energy White,internal_temp_c,95.78,pass,,95.78
QC_515581,2025-06-19 19:16:49,BATCH_17193,Wholegrain Brown,texture_score,8.31,pass,,8.31
QC_507975,2025-04-06 15:43:25,BATCH_14658,Soft White,texture_score,12.25,fail,Seal issue detected,12.25
QC_513528,2025-01-12 12:38:13,BATCH_16509,Soft White,slice_uniformity_mm,4.7,pass,,4.7
QC_501554,2025-02-27 06:51:39,BATCH_12518,Family Loaf,weight_grams,716.07,pass,,716.07
QC_506600,2025-05-07 08:13:47,BATCH_14200,High Energy Brown,internal_temp_c,92.09,fail,Below expected tolerance,92.09
QC_508866,2025-01-28 01:32:57,BATCH_14955,High Energy White,weight_grams,679.39,fail,Internal temperature deviation,679.39
QC_503461,2025-06-21 07:38:10,BATCH_13153,Wholegrain Brown,moisture_percent,32.07,pass,,32.07
QC_509292,2025-04-25 06:44:23,BATCH_15097,Soft White,texture_score,5.08,pass,,5.08
QC_507152,2025-03-08 02:19:14,BATCH_14384,Family Loaf,internal_temp_c,98.83,pass,,98.83
QC_501020,2025-04-27 21:39:09,BATCH_12340,Whole Wheat,internal_temp_c,93.33,pass,,93.33
QC_509213,2025-05-18 15:37:26,BATCH_15071,Soft White,weight_grams,710.06,pass,,710.06
QC_506918,2025-03-31 00:20:40,BATCH_14306,High Energy White,crust_color_level,-0.66,fail,Color inconsistency,-0.66
QC_516231,2025-04-06 09:29:44,BATCH_17410,High Energy Brown,texture_score,-0.74,fail,Internal temperature deviation,-0.74
QC_504245,2025-07-16 01:54:29,BATCH_13415,Wholegrain Brown,weight_grams,692.09,pass,,692.09
QC_504909,2025-02-27 03:19:52,BATCH_13636,High Energy Brown,moisture_percent,37.09,pass,,37.09
QC_504548,2025-07-13 13:14:11,BATCH_13516,High Energy White,weight_grams,686.4,pass,,686.4
QC_515089,2025-01-16 18:06:52,BATCH_17029,Wholegrain Brown,package_seal_strength,84.47,pass,,84.47
QC_504836,2025-04-19 06:12:06,BATCH_13612,Wholegrain Brown,package_seal_strength,80.69,pass,,80.69
QC_504907,2025-02-02 16:58:16,BATCH_13635,Wholegrain Brown,weight_grams,686.76,pass,,686.76
QC_505608,2025-02-13 20:29:23,BATCH_13869,Soft White,internal_temp_c,96.42,pass,,96.42
QC_514844,2025-05-31 11:38:39,BATCH_16948,High Energy Brown,crust_color_level,1.25,pass,,1.25
QC_503635,2025-07-20 15:35:40,BATCH_13211,Soft White,slice_uniformity_mm,1.04,fail,Internal temperature deviation,1.04
QC_503778,2025-04-07 12:02:15,BATCH_13259,High Energy Brown,moisture_percent,28.71,fail,Below expected tolerance,28.71
QC_517242,2025-06-30 13:36:51,BATCH_17747,High Energy White,crust_color_level,4.04,pass,,4.04
QC_514242,2025-02-13 06:44:29,BATCH_16747,Family Loaf,weight_grams,699.25,pass,,699.25
QC_503210,2025-02-18 10:14:16,BATCH_13070,High Energy Brown,weight_grams,679.96,fail,Above tolerance range,679.96
QC_510823,2025-01-24 20:03:05,BATCH_15607,Family Loaf,texture_score,7.37,pass,,7.37
QC_502483,2025-06-13 18:33:53,BATCH_12827,Family Loaf,weight_grams,686.73,pass,,686.73
QC_516045,2025-04-11 06:09:09,BATCH_17348,High Energy White,texture_score,-1.3,fail,Seal issue detected,-1.3
QC_506926,2025-06-27 13:44:36,BATCH_14308,Soft White,internal_temp_c,92.35,fail,Internal temperature deviation,92.35
QC_502054,2025-06-21 00:15:21,BATCH_12684,High Energy White,texture_score,8.1,pass,,8.1
QC_500217,2025-06-25 11:20:18,BATCH_12072,Family Loaf,package_seal_strength,98.41,pass,,98.41
QC_501261,2025-05-03 21:14:04,BATCH_12420,High Energy Brown,moisture_percent,38.0,pass,,38.0
QC_517197,2025-06-06 16:59:08,BATCH_17732,Soft White,crust_color_level,0.52,fail,Above tolerance range,0.52
QC_517254,2025-03-26 17:38:25,BATCH_17751,Wholegrain Brown,internal_temp_c,92.69,fail,Internal temperature deviation,92.69
QC_508603,2025-01-10 10:13:42,BATCH_14867,High Energy Brown,slice_uniformity_mm,3.09,pass,,3.09
QC_512271,2025-02-08 19:10:14,BATCH_16090,Whole Wheat,texture_score,12.21,fail,Color inconsistency,12.21
QC_514184,2025-02-11 21:57:00,BATCH_16728,High Energy Brown,crust_color_level,5.48,fail,Above tolerance range,5.48
QC_505035,2025-04-20 14:08:52,BATCH_13678,Seed Loaf,weight_grams,707.49,pass,,707.49
QC_510108,2025-05-24 07:43:48,BATCH_15369,Wholegrain Brown,texture_score,0.82,fail,Seal issue detected,0.82
QC_514093,2025-06-26 07:42:25,BATCH_16697,Whole Wheat,weight_grams,687.67,pass,,687.67
QC_504219,2025-02-08 05:36:29,BATCH_13406,High Energy Brown,weight_grams,704.15,pass,,704.15
QC_516083,2025-07-07 18:01:37,BATCH_17361,Family Loaf,weight_grams,688.64,pass,,688.64
QC_510650,2025-03-21 07:35:02,BATCH_15550,Seed Loaf,texture_score,-1.12,fail,Above tolerance range,-1.12
QC_500621,2025-05-30 23:02:08,BATCH_12207,Soft White,crust_color_level,-0.57,fail,Color inconsistency,-0.57
QC_509946,2025-04-26 21:29:45,BATCH_15315,High Energy Brown,crust_color_level,-0.69,fail,Seal issue detected,-0.69
QC_502935,2025-07-12 14:46:56,BATCH_12978,Family Loaf,texture_score,7.09,pass,,7.09
QC_508413,2025-04-10 14:50:09,BATCH_14804,High Energy Brown,moisture_percent,35.01,pass,,35.01
QC_506607,2025-03-10 08:32:30,BATCH_14202,Wholegrain Brown,texture_score,1.92,pass,,1.92
QC_504832,2025-02-17 11:03:32,BATCH_13610,High Energy Brown,texture_score,10.09,fail,Internal temperature deviation,10.09
QC_511160,2025-03-17 19:08:14,BATCH_15720,Family Loaf,crust_color_level,3.92,pass,,3.92
QC_504561,2025-01-04 00:15:16,BATCH_13520,Seed Loaf,internal_temp_c,97.14,pass,,97.14
QC_511858,2025-02-19 13:00:28,BATCH_15952,High Energy Brown,crust_color_level,5.11,fail,Below expected tolerance,5.11
QC_509505,2025-01-10 06:45:55,BATCH_15168,High Energy White,internal_temp_c,94.7,pass,,94.7
QC_506459,2025-03-15 16:48:32,BATCH_14153,Whole Wheat,weight_grams,712.26,pass,,712.26
QC_513207,2025-05-22 10:10:23,BATCH_16402,Family Loaf,weight_grams,720.09,fail,Above tolerance range,720.09
QC_501084,2025-06-21 18:17:40,BATCH_12361,High Energy White,internal_temp_c,91.62,fail,Below expected tolerance,91.62
QC_507075,2025-07-03 11:01:12,BATCH_14358,Soft White,moisture_percent,32.91,pass,,32.91
QC_508136,2025-07-16 22:56:35,BATCH_14712,Soft White,crust_color_level,2.88,pass,,2.88
QC_511860,2025-04-30 05:25:01,BATCH_15953,Whole Wheat,texture_score,4.31,pass,,4.31
QC_503978,2025-07-23 05:51:22,BATCH_13326,Whole Wheat,crust_color_level,-0.97,fail,Color inconsistency,-0.97
QC_504028,2025-06-13 22:19:49,BATCH_13342,Family Loaf,texture_score,10.22,fail,Internal temperature deviation,10.22
QC_507711,2025-06-22 23:39:12,BATCH_14570,Wholegrain Brown,package_seal_strength,90.16,pass,,90.16
QC_513437,2025-02-03 06:01:15,BATCH_16479,High Energy Brown,weight_grams,708.55,pass,,708.55
QC_504629,2025-02-23 05:48:28,BATCH_13543,Seed Loaf,texture_score,10.52,fail,Color inconsistency,10.52
QC_511535,2025-07-06 18:34:24,BATCH_15845,Seed Loaf,moisture_percent,35.34,pass,,35.34
QC_504723,2025-02-11 22:08:58,BATCH_13574,Soft White,internal_temp_c,93.24,pass,,93.24
QC_502647,2025-06-24 02:43:23,BATCH_12882,Family Loaf,texture_score,-0.05,fail,Seal issue detected,-0.05
QC_511794,2025-03-27 02:15:32,BATCH_15931,Family Loaf,texture_score,5.69,pass,,5.69
QC_517625,2025-03-08 14:45:36,BATCH_17875,Family Loaf,weight_grams,678.53,fail,Above tolerance range,678.53
QC_514598,2025-02-18 19:20:03,BATCH_16866,Family Loaf,weight_grams,689.79,pass,,689.79
QC_505022,2025-06-21 20:06:07,BATCH_13674,Soft White,texture_score,5.75,pass,,5.75
QC_511499,2025-05-27 00:10:13,BATCH_15833,Family Loaf,crust_color_level,6.69,fail,Internal temperature deviation,6.69
QC_517659,2025-03-07 18:17:48,BATCH_17886,Family Loaf,texture_score,-1.25,fail,Seal issue detected,-1.25
QC_501398,2025-02-28 20:09:29,BATCH_12466,Soft White,crust_color_level,5.54,fail,Color inconsistency,5.54
QC_516270,2025-01-24 17:55:23,BATCH_17423,Family Loaf,crust_color_level,6.77,fail,Internal temperature deviation,6.77
QC_507820,2025-04-03 04:20:43,BATCH_14606,High Energy Brown,texture_score,5.55,pass,,5.55
QC_513213,2025-06-04 03:21:55,BATCH_16404,Family Loaf,slice_uniformity_mm,4.73,pass,,4.73
QC_517441,2025-01-01 05:19:16,BATCH_17813,HighEnergyBrown,weight_grams,697.91,pass,,697.91
QC_502923,2025-06-11 08:53:22,BATCH_12974,Soft White,slice_uniformity_mm,1.15,fail,Below expected tolerance,1.15
QC_506114,2025-02-19 08:33:43,BATCH_14038,High Energy Brown,moisture_percent,37.13,pass,,37.13
QC_515245,2025-01-03 05:55:52,BATCH_17081,High Energy Brown,crust_color_level,-0.64,fail,Below expected tolerance,-0.64
QC_504013,2025-01-23 09:42:20,BATCH_13337,Family Loaf,package_seal_strength,106.76,pass,,106.76
QC_511885,2025-05-10 20:00:53,BATCH_15961,Wholegrain Brown,crust_color_level,0.86,fail,,0.86
QC_507534,2025-01-31 19:20:37,BATCH_14511,Seed Loaf,texture_score,11.25,fail,Below expected tolerance,11.25
QC_511696,2025-06-29 18:48:04,BATCH_15898,Soft White,moisture_percent,32.55,pass,,32.55
QC_517537,2025-04-15 07:13:23,BATCH_17845,High Energy Brown,weight_grams,692.56,pass,,692.56
QC_502157,2025-07-23 02:16:29,BATCH_12719,High Energy Brown,crust_color_level,2.0,pass,,2.0
QC_515898,2025-03-24 19:53:26,BATCH_17299,Whole Wheat,slice_uniformity_mm,8.31,fail,Internal temperature deviation,8.31
QC_510649,2025-03-05 02:04:12,BATCH_15549,High Energy Brown,moisture_percent,34.35,pass,,34.35
QC_512642,2025-01-24 17:27:33,BATCH_16214,Whole Wheat,internal_temp_c,91.44,fail,Seal issue detected,91.44
QC_506740,2025-07-19 09:35:46,BATCH_14246,Soft White,package_seal_strength,91.63,pass,,91.63
QC_512049,2025-06-24 20:38:42,BATCH_16016,Family Loaf,internal_temp_c,97.69,pass,,97.69
QC_501119,2025-04-24 09:30:44,BATCH_12373,Whole Wheat,weight_grams,697.23,pass,,697.23
QC_517652,2025-07-02 00:12:15,BATCH_17884,Seed Loaf,slice_uniformity_mm,4.97,pass,,4.97
QC_517530,2025-01-02 20:09:58,BATCH_17843,Soft White,internal_temp_c,100.71,fail,Internal temperature deviation,100.71
QC_501984,2025-03-08 05:53:21,BATCH_12661,Wholegrain Brown,internal_temp_c,98.33,pass,,98.33
