batch_id,sku,parameter,fail_count,mean_value,min_value,max_value,notes_sample
BATCH_13832,Wholegrain Brown,internal_temp_c,1,99.16,99.16,99.16,Color inconsistency
BATCH_13834,High Energy White,internal_temp_c,1,100.89,100.89,100.89,Above tolerance range
BATCH_13835,Whole Wheat,internal_temp_c,1,92.2,92.2,92.2,Above tolerance range
BATCH_13836,Whole Wheat,texture_score,1,-1.33,-1.33,-1.33,Color inconsistency
BATCH_13836,Whole Wheat,weight_grams,1,678.76,678.76,678.76,Above tolerance range
BATCH_13837,Whole Wheat,texture_score,1,11.1,11.1,11.1,Color inconsistency
BATCH_13839,Wholegrain Brown,crust_color_level,1,0.08,0.08,0.08,Seal issue detected
BATCH_13839,Wholegrain Brown,slice_uniformity_mm,1,1.02,1.02,1.02,Internal temperature deviation
BATCH_13840,Soft White,internal_temp_c,1,92.97,92.97,92.97,Above tolerance range
BATCH_13841,Family Loaf,texture_score,1,11.28,11.28,11.28,Below expected tolerance
BATCH_13842,Family Loaf,slice_uniformity_mm,1,7.11,7.11,7.11,Internal temperature deviation
BATCH_13843,Wholegrain Brown,slice_uniformity_mm,1,0.39,0.39,0.39,Color inconsistency
BATCH_13844,Family Loaf,moisture_percent,1,41.12,41.12,41.12,Below expected tolerance
BATCH_13845,Family Loaf,crust_color_level,1,0.1,0.1,0.1,Internal temperature deviation
BATCH_13845,Family Loaf,slice_uniformity_mm,1,1.14,1.14,1.14,Above tolerance range
BATCH_13846,High Energy White,slice_uniformity_mm,1,1.21,1.21,1.21,Below expected tolerance
BATCH_13848,Seed Loaf,crust_color_level,1,-0.75,-0.75,-0.75,Above tolerance range
BATCH_13848,Seed Loaf,package_seal_strength,1,79.8,79.8,79.8,Below expected tolerance
BATCH_13849,Soft White,texture_score,1,-1.37,-1.37,-1.37,Seal issue detected
BATCH_13850,Family Loaf,crust_color_level,1,5.5,5.5,5.5,Above tolerance range
BATCH_13852,Wholegrain Brown,slice_uniformity_mm,1,1.09,1.09,1.09,Internal temperature deviation
BATCH_13854,Wholegrain Brown,crust_color_level,1,-1.44,-1.44,-1.44,Internal temperature deviation
BATCH_13854,Wholegrain Brown,moisture_percent,1,41.2,41.2,41.2,Above tolerance range
BATCH_13857,High Energy Brown,crust_color_level,1,-0.57,-0.57,-0.57,Color inconsistency
BATCH_13859,Family Loaf,internal_temp_c,1,101.02,101.02,101.02,Seal issue detected
BATCH_13861,Wholegrain Brown,internal_temp_c,1,92.09,92.09,92.09,Color inconsistency
BATCH_13863,Family Loaf,crust_color_level,1,-1.0,-1.0,-1.0,Seal issue detected
BATCH_13863,Family Loaf,weight_grams,1,721.37,721.37,721.37,Color inconsistency
BATCH_13866,High Energy Brown,internal_temp_c,1,91.68,91.68,91.68,Above tolerance range
BATCH_13868,Wholegrain Brown,slice_uniformity_mm,1,8.14,8.14,8.14,Seal issue detected
BATCH_13869,Soft White,crust_color_level,1,6.81,6.81,6.81,Below expected tolerance
BATCH_13869,Soft White,moisture_percent,1,29.23,29.23,29.23,Color inconsistency
BATCH_13873,Family Loaf,moisture_percent,1,39.82,39.82,39.82,Color inconsistency
BATCH_13874,Family Loaf,internal_temp_c,1,100.46,100.46,100.46,Seal issue detected
BATCH_13874,Family Loaf,slice_uniformity_mm,1,7.46,7.46,7.46,Above tolerance range
BATCH_13875,Wholegrain Brown,slice_uniformity_mm,1,8.24,8.24,8.24,Color inconsistency
BATCH_13878,Soft White,texture_score,1,10.72,10.72,10.72,Color inconsistency
BATCH_13879,Whole Wheat,texture_score,1,-0.21,-0.21,-0.21,Internal temperature deviation
BATCH_13882,Whole Wheat,moisture_percent,1,30.86,30.86,30.86,Internal temperature deviation
BATCH_13883,Family Loaf,internal_temp_c,1,90.57,90.57,90.57,Seal issue detected
BATCH_13883,Family Loaf,slice_uniformity_mm,1,6.16,6.16,6.16,Seal issue detected
BATCH_13884,Soft White,crust_color_level,1,-0.15,-0.15,-0.15,Above tolerance range
BATCH_13885,High Energy White,internal_temp_c,1,100.33,100.33,100.33,Internal temperature deviation
BATCH_13885,High Energy White,slice_uniformity_mm,1,1.3,1.3,1.3,Internal temperature deviation
BATCH_13886,High Energy Brown,moisture_percent,1,28.84,28.84,28.84,Internal temperature deviation
BATCH_13888,High Energy White,crust_color_level,1,7.42,7.42,7.42,Above tolerance range
BATCH_13889,High Energy Brown,crust_color_level,1,-0.39,-0.39,-0.39,Seal issue detected
BATCH_13892,Soft White,moisture_percent,1,40.73,40.73,40.73,Internal temperature deviation
BATCH_13894,Wholegrain Brown,crust_color_level,1,7.15,7.15,7.15,Below expected tolerance
BATCH_13894,Wholegrain Brown,moisture_percent,1,28.59,28.59,28.59,Seal issue detected
BATCH_13895,High Energy White,weight_grams,1,722.49,722.49,722.49,Below expected tolerance
BATCH_13896,Whole Wheat,moisture_percent,1,40.87,40.87,40.87,Color inconsistency
BATCH_13896,Whole Wheat,slice_uniformity_mm,1,6.79,6.79,6.79,Seal issue detected
BATCH_13897,High Energy White,moisture_percent,1,30.33,30.33,30.33,Above tolerance range
BATCH_13898,High Energy Brown,moisture_percent,1,29.3,29.3,29.3,Above tolerance range
BATCH_13900,Seed Loaf,internal_temp_c,1,100.17,100.17,100.17,Below expected tolerance
BATCH_13901,Family Loaf,internal_temp_c,1,100.5,100.5,100.5,Color inconsistency
BATCH_13901,Family Loaf,weight_grams,1,678.85,678.85,678.85,Above tolerance range
BATCH_13903,High Energy Brown,crust_color_level,1,-1.08,-1.08,-1.08,Seal issue detected
BATCH_13903,High Energy Brown,texture_score,1,0.88,0.88,0.88,Below expected tolerance
BATCH_13904,Soft White,crust_color_level,1,7.39,7.39,7.39,Below expected tolerance
BATCH_13904,Soft White,internal_temp_c,1,100.37,100.37,100.37,Below expected tolerance
BATCH_13905,Wholegrain Brown,crust_color_level,1,-0.29,-0.29,-0.29,Internal temperature deviation
BATCH_13907,Wholegrain Brown,crust_color_level,1,5.24,5.24,5.24,Internal temperature deviation
BATCH_13907,Wholegrain Brown,texture_score,1,0.32,0.32,0.32,Above tolerance range
BATCH_13908,High Energy Brown,slice_uniformity_mm,1,0.24,0.24,0.24,Below expected tolerance
BATCH_13908,High Energy Brown,texture_score,1,-0.03,-0.03,-0.03,Above tolerance range
BATCH_13912,High Energy Brown,moisture_percent,1,30.36,30.36,30.36,Below expected tolerance
BATCH_13913,Soft White,slice_uniformity_mm,1,7.33,7.33,7.33,Internal temperature deviation
BATCH_13918,Seed Loaf,crust_color_level,1,5.97,5.97,5.97,Below expected tolerance
BATCH_13919,High Energy Brown,moisture_percent,1,41.06,41.06,41.06,Internal temperature deviation
BATCH_13920,High Energy Brown,crust_color_level,1,5.88,5.88,5.88,Internal temperature deviation
BATCH_13920,High Energy Brown,slice_uniformity_mm,1,1.5,1.5,1.5,Below expected tolerance
BATCH_13921,High Energy Brown,slice_uniformity_mm,1,6.2,6.2,6.2,Internal temperature deviation
BATCH_13921,High Energy Brown,texture_score,1,10.54,10.54,10.54,Internal temperature deviation
BATCH_13922,Soft White,texture_score,1,0.83,0.83,0.83,Above tolerance range
BATCH_13923,Soft White,slice_uniformity_mm,1,0.99,0.99,0.99,Internal temperature deviation
BATCH_13925,Seed Loaf,crust_color_level,1,6.54,6.54,6.54,Seal issue detected
BATCH_13925,Seed Loaf,internal_temp_c,1,92.0,92.0,92.0,Color inconsistency
BATCH_13925,Seed Loaf,moisture_percent,1,29.47,29.47,29.47,Internal temperature deviation
BATCH_13926,Whole Wheat,internal_temp_c,1,92.8,92.8,92.8,Internal temperature deviation
BATCH_13926,Whole Wheat,texture_score,1,11.93,11.93,11.93,Below expected tolerance
BATCH_13928,High Energy Brown,weight_grams,1,720.85,720.85,720.85,Color inconsistency
BATCH_13930,Soft White,crust_color_level,1,0.59,0.59,0.59,Seal issue detected
BATCH_13930,Soft White,slice_uniformity_mm,1,0.56,0.56,0.56,Color inconsistency
BATCH_13930,Soft White,texture_score,1,-0.06,-0.06,-0.06,Internal temperature deviation
BATCH_13932,Family Loaf,crust_color_level,1,6.04,6.04,6.04,Color inconsistency
BATCH_13932,Family Loaf,internal_temp_c,1,100.94,100.94,100.94,Below expected tolerance
BATCH_13933,Soft White,texture_score,1,0.86,0.86,0.86,Seal issue detected
BATCH_13934,Seed Loaf,moisture_percent,1,29.65,29.65,29.65,Internal temperature deviation
BATCH_13934,Seed Loaf,texture_score,1,10.61,10.61,10.61,Above tolerance range
BATCH_13935,Wholegrain Brown,slice_uniformity_mm,1,0.45,0.45,0.45,Color inconsistency
BATCH_13936,Family Loaf,slice_uniformity_mm,1,6.09,6.09,6.09,Color inconsistency
BATCH_13937,High Energy White,internal_temp_c,1,91.41,91.41,91.41,Below expected tolerance
BATCH_13937,High Energy White,slice_uniformity_mm,1,6.75,6.75,6.75,Above tolerance range
BATCH_13938,Seed Loaf,moisture_percent,1,41.46,41.46,41.46,Seal issue detected
BATCH_13939,Seed Loaf,crust_color_level,1,-1.12,-1.12,-1.12,Below expected tolerance
BATCH_13940,Seed Loaf,moisture_percent,1,41.07,41.07,41.07,Above tolerance range
BATCH_13942,Soft White,crust_color_level,1,6.17,6.17,6.17,Internal temperature deviation
BATCH_13943,Wholegrain Brown,slice_uniformity_mm,1,6.5,6.5,6.5,Below expected tolerance
BATCH_13944,Soft White,internal_temp_c,1,100.63,100.63,100.63,Below expected tolerance
BATCH_13944,Soft White,slice_uniformity_mm,1,8.01,8.01,8.01,Below expected tolerance
BATCH_13946,Soft White,slice_uniformity_mm,1,1.87,1.87,1.87,Above tolerance range
BATCH_13947,Family Loaf,internal_temp_c,1,99.09,99.09,99.09,Above tolerance range
BATCH_13948,Family Loaf,crust_color_level,1,6.21,6.21,6.21,Color inconsistency
BATCH_13948,Family Loaf,slice_uniformity_mm,1,6.75,6.75,6.75,Above tolerance range
BATCH_13949,High Energy White,slice_uniformity_mm,1,0.31,0.31,0.31,Seal issue detected
BATCH_13953,Seed Loaf,slice_uniformity_mm,1,0.18,0.18,0.18,Below expected tolerance
BATCH_13953,Seed Loaf,texture_score,1,0.99,0.99,0.99,Internal temperature deviation
BATCH_13954,Whole Wheat,crust_color_level,1,6.17,6.17,6.17,Above tolerance range
BATCH_13955,Wholegrain Brown,moisture_percent,1,39.49,39.49,39.49,Color inconsistency
BATCH_13956,High Energy Brown,crust_color_level,1,5.94,5.94,5.94,Above tolerance range
BATCH_13956,High Energy Brown,texture_score,1,0.67,0.67,0.67,Color inconsistency
BATCH_13957,Family Loaf,slice_uniformity_mm,1,8.35,8.35,8.35,Above tolerance range
BATCH_13958,Soft White,moisture_percent,1,39.65,39.65,39.65,Seal issue detected
BATCH_13959,Seed Loaf,crust_color_level,1,0.17,0.17,0.17,Internal temperature deviation
BATCH_13959,Seed Loaf,texture_score,1,12.48,12.48,12.48,Above tolerance range
BATCH_13960,Seed Loaf,crust_color_level,1,5.22,5.22,5.22,Color inconsistency
BATCH_13961,High Energy Brown,internal_temp_c,1,99.96,99.96,99.96,Above tolerance range
BATCH_13961,High Energy Brown,moisture_percent,1,40.96,40.96,40.96,Above tolerance range
BATCH_13962,Family Loaf,moisture_percent,1,41.25,41.25,41.25,Internal temperature deviation
BATCH_13964,Whole Wheat,texture_score,1,10.21,10.21,10.21,Seal issue detected
BATCH_13965,Seed Loaf,crust_color_level,1,-0.92,-0.92,-0.92,Above tolerance range
BATCH_13966,Seed Loaf,crust_color_level,1,6.31,6.31,6.31,Above tolerance range
BATCH_13966,Seed Loaf,slice_uniformity_mm,1,0.02,0.02,0.02,Color inconsistency
BATCH_13968,Family Loaf,weight_grams,1,721.88,721.88,721.88,Above tolerance range
BATCH_13969,High Energy White,crust_color_level,1,-0.2,-0.2,-0.2,Internal temperature deviation
BATCH_13970,Whole Wheat,moisture_percent,1,41.12,41.12,41.12,Below expected tolerance
BATCH_13970,Whole Wheat,slice_uniformity_mm,1,6.29,6.29,6.29,Internal temperature deviation
BATCH_13971,Soft White,package_seal_strength,1,121.48,121.48,121.48,
BATCH_13971,Soft White,slice_uniformity_mm,1,0.95,0.95,0.95,Above tolerance range
BATCH_13973,Wholegrain Brown,moisture_percent,1,40.8,40.8,40.8,Internal temperature deviation
BATCH_13974,Family Loaf,crust_color_level,1,-0.25,-0.25,-0.25,Color inconsistency
BATCH_13977,Soft White,texture_score,1,-0.65,-0.65,-0.65,Internal temperature deviation
BATCH_13978,Soft White,internal_temp_c,1,90.8,90.8,90.8,Internal temperature deviation
BATCH_13978,Soft White,moisture_percent,1,28.56,28.56,28.56,Seal issue detected
BATCH_13978,Soft White,weight_grams,1,677.58,677.58,677.58,Internal temperature deviation
BATCH_13979,Seed Loaf,crust_color_level,1,0.14,0.14,0.14,Above tolerance range
BATCH_13979,Seed Loaf,internal_temp_c,1,99.95,99.95,99.95,Above tolerance range
BATCH_13980,High Energy White,moisture_percent,1,39.84,39.84,39.84,Above tolerance range
BATCH_13982,Soft White,texture_score,1,-0.96,-0.96,-0.96,Internal temperature deviation
BATCH_13984,Wholegrain Brown,texture_score,1,11.38,11.38,11.38,Seal issue detected
BATCH_13988,Family Loaf,internal_temp_c,1,100.53,100.53,100.53,Internal temperature deviation
BATCH_13988,Family Loaf,texture_score,1,-0.12,-0.12,-0.12,Internal temperature deviation
BATCH_13989,Seed Loaf,crust_color_level,1,5.31,5.31,5.31,Above tolerance range
BATCH_13993,Soft White,weight_grams,1,720.11,720.11,720.11,Color inconsistency
BATCH_13994,Whole Wheat,crust_color_level,1,0.19,0.19,0.19,Internal temperature deviation
BATCH_13994,Whole Wheat,texture_score,1,-1.11,-1.11,-1.11,Color inconsistency
BATCH_13996,High Energy Brown,slice_uniformity_mm,1,-0.1,-0.1,-0.1,Above tolerance range
BATCH_13997,High Energy Brown,crust_color_level,1,0.36,0.36,0.36,Internal temperature deviation
BATCH_13999,High Energy Brown,crust_color_level,1,5.94,5.94,5.94,Color inconsistency
BATCH_14000,High Energy Brown,slice_uniformity_mm,1,7.27,7.27,7.27,Color inconsistency
BATCH_14001,High Energy Brown,crust_color_level,1,5.91,5.91,5.91,Seal issue detected
BATCH_14001,High Energy Brown,slice_uniformity_mm,1,6.13,6.13,6.13,Color inconsistency
BATCH_14003,Whole Wheat,slice_uniformity_mm,1,6.4,6.4,6.4,Above tolerance range
BATCH_14004,Soft White,slice_uniformity_mm,1,0.53,0.53,0.53,Above tolerance range
BATCH_14005,High Energy Brown,internal_temp_c,1,99.91,99.91,99.91,Color inconsistency
BATCH_14005,High Energy Brown,slice_uniformity_mm,1,1.81,1.81,1.81,Seal issue detected
BATCH_14006,Soft White,weight_grams,1,720.26,720.26,720.26,Internal temperature deviation
BATCH_14007,Family Loaf,crust_color_level,1,0.31,0.31,0.31,Internal temperature deviation
BATCH_14007,Family Loaf,moisture_percent,1,29.95,29.95,29.95,Below expected tolerance
BATCH_14008,Family Loaf,crust_color_level,1,0.16,0.16,0.16,Below expected tolerance
BATCH_14010,High Energy Brown,internal_temp_c,1,90.98,90.98,90.98,Below expected tolerance
BATCH_14013,Whole Wheat,crust_color_level,1,-1.27,-1.27,-1.27,Seal issue detected
BATCH_14013,Whole Wheat,moisture_percent,1,39.46,39.46,39.46,Internal temperature deviation
BATCH_14014,High Energy Brown,internal_temp_c,1,91.12,91.12,91.12,Below expected tolerance
BATCH_14015,Soft White,moisture_percent,1,30.37,30.37,30.37,Below expected tolerance
BATCH_14015,Soft White,slice_uniformity_mm,1,7.9,7.9,7.9,Color inconsistency
BATCH_14016,Whole Wheat,texture_score,1,-0.68,-0.68,-0.68,Seal issue detected
BATCH_14016,Whole Wheat,weight_grams,1,677.77,677.77,677.77,Below expected tolerance
BATCH_14017,Family Loaf,moisture_percent,1,28.76,28.76,28.76,Seal issue detected
BATCH_14018,Seed Loaf,crust_color_level,1,6.69,6.69,6.69,Above tolerance range
BATCH_14019,Whole Wheat,crust_color_level,1,6.77,6.77,6.77,Above tolerance range
BATCH_14019,Whole Wheat,internal_temp_c,1,101.28,101.28,101.28,Seal issue detected
BATCH_14020,Wholegrain Brown,slice_uniformity_mm,1,1.07,1.07,1.07,Seal issue detected
BATCH_14020,Wholegrain Brown,texture_score,1,10.81,10.81,10.81,Above tolerance range
BATCH_14021,High Energy White,internal_temp_c,1,92.08,92.08,92.08,Seal issue detected
BATCH_14022,Wholegrain Brown,crust_color_level,1,-0.37,-0.37,-0.37,Color inconsistency
BATCH_14022,Wholegrain Brown,slice_uniformity_mm,1,7.42,7.42,7.42,Above tolerance range
BATCH_14026,Wholegrain Brown,texture_score,1,10.57,10.57,10.57,Seal issue detected
BATCH_14027,Wholegrain Brown,package_seal_strength,1,120.51,120.51,120.51,Internal temperature deviation
BATCH_14029,Seed Loaf,crust_color_level,1,0.12,0.12,0.12,Seal issue detected
BATCH_14030,High Energy Brown,internal_temp_c,1,101.32,101.32,101.32,Internal temperature deviation
BATCH_14033,Soft White,internal_temp_c,1,99.88,99.88,99.88,Color inconsistency
BATCH_14033,Soft White,moisture_percent,1,28.78,28.78,28.78,Below expected tolerance
BATCH_14033,Soft White,slice_uniformity_mm,1,0.37,0.37,0.37,Below expected tolerance
BATCH_14035,High Energy White,texture_score,1,11.16,11.16,11.16,Seal issue detected
BATCH_14037,Seed Loaf,crust_color_level,1,-0.08,-0.08,-0.08,Internal temperature deviation
BATCH_14039,High Energy Brown,crust_color_level,1,0.03,0.03,0.03,Below expected tolerance
BATCH_14040,Family Loaf,internal_temp_c,1,100.74,100.74,100.74,Internal temperature deviation
BATCH_14040,Family Loaf,moisture_percent,1,41.11,41.11,41.11,Internal temperature deviation
BATCH_14041,High Energy White,internal_temp_c,1,101.37,101.37,101.37,Color inconsistency
BATCH_14041,High Energy White,moisture_percent,1,30.8,30.8,30.8,Internal temperature deviation
BATCH_14042,High Energy Brown,moisture_percent,1,41.41,41.41,41.41,Above tolerance range
BATCH_14042,High Energy Brown,slice_uniformity_mm,1,6.64,6.64,6.64,Below expected tolerance
BATCH_14043,High Energy White,texture_score,1,12.27,12.27,12.27,Seal issue detected
BATCH_14044,High Energy Brown,internal_temp_c,1,99.86,99.86,99.86,Above tolerance range
BATCH_14044,High Energy Brown,texture_score,1,11.16,11.16,11.16,Below expected tolerance
BATCH_14045,Wholegrain Brown,internal_temp_c,1,100.46,100.46,100.46,Below expected tolerance
BATCH_14045,Wholegrain Brown,slice_uniformity_mm,1,1.65,1.65,1.65,Color inconsistency
BATCH_14046,Wholegrain Brown,internal_temp_c,1,90.95,90.95,90.95,Seal issue detected
BATCH_14046,Wholegrain Brown,moisture_percent,1,30.2,30.2,30.2,Internal temperature deviation
BATCH_14046,Wholegrain Brown,slice_uniformity_mm,1,0.22,0.22,0.22,Internal temperature deviation
BATCH_14048,Soft White,internal_temp_c,1,99.33,99.33,99.33,Seal issue detected
BATCH_14050,High Energy White,internal_temp_c,1,91.42,91.42,91.42,Seal issue detected
BATCH_14050,High Energy White,slice_uniformity_mm,1,0.26,0.26,0.26,Color inconsistency
BATCH_14051,Soft White,internal_temp_c,1,91.21,91.21,91.21,Internal temperature deviation
BATCH_14051,Soft White,moisture_percent,1,39.04,39.04,39.04,Below expected tolerance
BATCH_14052,Family Loaf,slice_uniformity_mm,1,-0.38,-0.38,-0.38,Color inconsistency
BATCH_14053,Family Loaf,texture_score,1,-0.51,-0.51,-0.51,Internal temperature deviation
BATCH_14055,Soft White,crust_color_level,1,5.62,5.62,5.62,Above tolerance range
BATCH_14055,Soft White,weight_grams,1,679.75,679.75,679.75,Below expected tolerance
BATCH_14058,High Energy Brown,texture_score,1,-1.41,-1.41,-1.41,Above tolerance range
BATCH_14059,High Energy Brown,slice_uniformity_mm,1,0.62,0.62,0.62,Below expected tolerance
BATCH_14061,Whole Wheat,internal_temp_c,1,92.9,92.9,92.9,Color inconsistency
BATCH_14062,Whole Wheat,internal_temp_c,1,100.43,100.43,100.43,Below expected tolerance
BATCH_14062,Whole Wheat,moisture_percent,1,29.3,29.3,29.3,Seal issue detected
BATCH_14062,Whole Wheat,slice_uniformity_mm,1,1.77,1.77,1.77,Above tolerance range
BATCH_14064,Whole Wheat,slice_uniformity_mm,1,0.29,0.29,0.29,Internal temperature deviation
BATCH_14065,Seed Loaf,slice_uniformity_mm,1,8.13,8.13,8.13,Internal temperature deviation
BATCH_14067,Whole Wheat,weight_grams,1,679.42,679.42,679.42,Color inconsistency
BATCH_14068,Wholegrain Brown,internal_temp_c,1,100.66,100.66,100.66,Seal issue detected
BATCH_14069,Wholegrain Brown,crust_color_level,1,7.41,7.41,7.41,Above tolerance range
